timestamp,hostname,api,model,precision,input_tokens,output_tokens,prefill_time,prefill_rate,decode_time,decode_rate,memory
20250130 16:16:28,openzeka-desktop,nim,qwen/qwen2.5-7b-instruct,fp16,49.0,114.0,0,17.89757962059708,0,41.639266872409536,99.6640625
